trp_kingdom_22_lady_2_pl|辉 子 
trp_kingdom_22_lady_3|筝 子 
trp_kingdom_22_lady_3_pl|筝 子 
trp_kingdom_22_lady_4|香 奈 子 
trp_kingdom_22_lady_4_pl|香 奈 子 
trp_kingdom_22_lady_5|海 子 
trp_kingdom_22_lady_5_pl|海 子 
trp_kingdom_22_lady_6|黑 鲤 
trp_kingdom_22_lady_6_pl|黑 鲤 
trp_kingdom_23_lady_1|和 代 
trp_kingdom_23_lady_1_pl|和 代 
trp_kingdom_23_lady_2|甲 斐 姬 
trp_kingdom_23_lady_2_pl|甲 斐 姬 
trp_kingdom_23_lady_3|鬼 多 
trp_kingdom_23_lady_3_pl|鬼 多 
trp_kingdom_23_lady_4|国 分 
trp_kingdom_23_lady_4_pl|国 分 
trp_kingdom_23_lady_5|理 恵 
trp_kingdom_23_lady_5_pl|理 恵 
trp_kingdom_23_lady_6|苏 我 
trp_kingdom_23_lady_6_pl|苏 我 
trp_kingdom_24_lady_1|山 子 
trp_kingdom_24_lady_1_pl|山 子 
trp_kingdom_24_lady_2|油 子 
trp_kingdom_24_lady_2_pl|油 子 
trp_kingdom_24_lady_3|哀 子 
trp_kingdom_24_lady_3_pl|哀 子 
trp_kingdom_24_lady_4|小 仓 
trp_kingdom_24_lady_4_pl|小 仓 
trp_kingdom_24_lady_5|乐 子 
trp_kingdom_24_lady_5_pl|乐 子 
trp_kingdom_24_lady_6|空 子 
trp_kingdom_24_lady_6_pl|空 子 
trp_kingdom_25_lady_1|纱 奈 
trp_kingdom_25_lady_1_pl|纱 奈 
trp_kingdom_25_lady_2|归 蝶 
trp_kingdom_25_lady_2_pl|归 蝶 
trp_kingdom_25_lady_3|水 户 
trp_kingdom_25_lady_3_pl|水 户 
trp_kingdom_25_lady_4|札 用 
trp_kingdom_25_lady_4_pl|札 用 
trp_kingdom_25_lady_5|千 寻 
trp_kingdom_25_lady_5_pl|千 寻 
trp_kingdom_25_lady_6|银 子 
trp_kingdom_25_lady_6_pl|银 子 
trp_kingdom_26_lady_1|辉 宗 
trp_kingdom_26_lady_1_pl|辉 宗 
trp_kingdom_26_lady_2|霞 
trp_kingdom_26_lady_2_pl|霞 
trp_kingdom_26_lady_3|范 子 
trp_kingdom_26_lady_3_pl|范 子 
trp_kingdom_26_lady_4|德 姬 
trp_kingdom_26_lady_4_pl|德 姬 
trp_kingdom_26_lady_5|纱 苗 
trp_kingdom_26_lady_5_pl|纱 苗 
trp_kingdom_26_lady_6|爱 姬 
trp_kingdom_26_lady_6_pl|爱 姬 
trp_kingdom_26_lady_7|裕 子 
trp_kingdom_26_lady_7_pl|裕 子 
trp_town_1_arena_master|武 道 大 会 奉 行 
trp_town_2_arena_master|武 道 大 会 奉 行 
trp_town_3_arena_master|武 道 大 会 奉 行 
trp_town_4_arena_master|武 道 大 会 奉 行 
trp_town_5_arena_master|武 道 大 会 奉 行 
trp_town_6_arena_master|武 道 大 会 奉 行 
trp_town_7_arena_master|武 道 大 会 奉 行 
trp_town_8_arena_master|武 道 大 会 奉 行 
trp_town_9_arena_master|武 道 大 会 奉 行 
trp_town_10_arena_master|武 道 大 会 奉 行 
trp_town_11_arena_master|武 道 大 会 奉 行 
trp_town_12_arena_master|武 道 大 会 奉 行 
trp_town_13_arena_master|武 道 大 会 奉 行 
trp_town_14_arena_master|武 道 大 会 奉 行 
trp_town_15_arena_master|武 道 大 会 奉 行 
trp_town_16_arena_master|武 道 大 会 奉 行 
trp_town_17_arena_master|武 道 大 会 奉 行 
trp_town_18_arena_master|武 道 大 会 奉 行 
trp_town_19_arena_master|武 道 大 会 奉 行 
trp_town_20_arena_master|武 道 大 会 奉 行 
trp_town_21_arena_master|武 馆 教 头 
trp_town_22_arena_master|武 馆 教 头 
trp_town_23_arena_master|武 馆 教 头 
trp_town_24_arena_master|武 馆 教 头 
trp_town_25_arena_master|武 馆 教 头 
trp_town_26_arena_master|武 馆 教 头 
trp_town_27_arena_master|武 馆 教 头 
trp_town_28_arena_master|武 馆 教 头 
trp_town_29_arena_master|武 馆 教 头 
trp_town_30_arena_master|武 馆 教 头 
trp_town_31_arena_master|武 馆 教 头 
trp_town_32_arena_master|武 馆 教 头 
trp_town_33_arena_master|武 馆 教 头 
trp_town_34_arena_master|武 馆 教 头 
trp_town_35_arena_master|武 馆 教 头 
trp_town_36_arena_master|武 馆 教 头 
trp_town_1_armorer|制 甲 匠 
trp_town_2_armorer|制 甲 匠 
trp_town_3_armorer|制 甲 匠 
trp_town_4_armorer|制 甲 匠 
trp_town_5_armorer|制 甲 匠 
trp_town_6_armorer|制 甲 匠 
trp_town_7_armorer|制 甲 匠 
trp_town_8_armorer|制 甲 匠 
trp_town_9_armorer|制 甲 匠 
trp_town_10_armorer|制 甲 匠 
trp_town_11_armorer|制 甲 匠 
trp_town_12_armorer|制 甲 匠 
trp_town_13_armorer|制 甲 匠 
trp_town_14_armorer|制 甲 匠 
trp_town_15_armorer|制 甲 匠 
trp_town_16_armorer|制 甲 匠 
trp_town_17_armorer|制 甲 匠 
trp_town_18_armorer|制 甲 匠 
trp_town_19_armorer|制 甲 匠 
trp_town_20_armorer|制 甲 匠 
trp_town_21_armorer|制 甲 匠 
trp_town_22_armorer|制 甲 匠 
trp_town_23_armorer|制 甲 师 
trp_town_24_armorer|制 甲 师 
trp_town_25_armorer|制 甲 师 
trp_town_26_armorer|制 甲 师 
trp_town_27_armorer|制 甲 师 
trp_town_28_armorer|制 甲 师 
trp_town_29_armorer|制 甲 师 
trp_town_30_armorer|制 甲 师 
trp_town_31_armorer|制 甲 师 
trp_town_32_armorer|制 甲 师 
trp_town_33_armorer|制 甲 师 
trp_town_34_armorer|制 甲 师 
trp_town_35_armorer|制 甲 师 
trp_town_36_armorer|制 甲 师 
trp_town_1_weaponsmith|刀 匠 
trp_town_2_weaponsmith|刀 匠 
trp_town_3_weaponsmith|刀 匠 
trp_town_4_weaponsmith|刀 匠 
trp_town_5_weaponsmith|刀 匠 
trp_town_6_weaponsmith|刀 匠 
trp_town_7_weaponsmith|刀 匠 
trp_town_8_weaponsmith|刀 匠 
trp_town_9_weaponsmith|刀 匠 
trp_town_10_weaponsmith|刀 匠 
trp_town_11_weaponsmith|刀 匠 
trp_town_12_weaponsmith|刀 匠 
trp_town_13_weaponsmith|刀 匠 
trp_town_14_weaponsmith|刀 匠 
trp_town_15_weaponsmith|刀 匠 
trp_town_16_weaponsmith|刀 匠 
trp_town_17_weaponsmith|刀 匠 
trp_town_18_weaponsmith|刀 匠 
trp_town_19_weaponsmith|刀 匠 
trp_town_20_weaponsmith|刀 匠 
trp_town_21_weaponsmith|刀 匠 
trp_town_22_weaponsmith|刀 匠 
trp_town_23_weaponsmith|刀 匠 
trp_town_24_weaponsmith|刀 匠 
trp_town_25_weaponsmith|刀 匠 
trp_town_26_weaponsmith|刀 匠 
trp_town_27_weaponsmith|刀 匠 
trp_town_28_weaponsmith|刀 匠 
trp_town_29_weaponsmith|刀 匠 
trp_town_30_weaponsmith|刀 匠 
trp_town_31_weaponsmith|刀 匠 
trp_town_32_weaponsmith|刀 匠 
trp_town_33_weaponsmith|刀 匠 
trp_town_34_weaponsmith|刀 匠 
trp_town_35_weaponsmith|刀 匠 
trp_town_36_weaponsmith|刀 匠 
trp_town_1_tavernkeeper|酒 屋 老 板 
trp_town_2_tavernkeeper|酒 屋 老 板 
trp_town_3_tavernkeeper|酒 屋 老 板 
trp_town_4_tavernkeeper|酒 屋 老 板 
trp_town_5_tavernkeeper|酒 屋 老 板 
trp_town_6_tavernkeeper|酒 屋 老 板 
trp_town_7_tavernkeeper|酒 屋 老 板 
trp_town_8_tavernkeeper|酒 屋 老 板 
trp_town_9_tavernkeeper|酒 屋 老 板 
trp_town_10_tavernkeeper|酒 屋 老 板 
trp_town_11_tavernkeeper|酒 屋 老 板 
trp_town_12_tavernkeeper|酒 屋 老 板 
trp_town_13_tavernkeeper|酒 屋 老 板 
trp_town_14_tavernkeeper|酒 屋 老 板 
trp_town_15_tavernkeeper|酒 屋 老 板 
trp_town_16_tavernkeeper|酒 屋 老 板 
trp_town_17_tavernkeeper|酒 屋 老 板 
trp_town_18_tavernkeeper|酒 屋 老 板 
trp_town_19_tavernkeeper|酒 屋 老 板 
trp_town_20_tavernkeeper|酒 屋 老 板 
trp_town_21_tavernkeeper|酒 屋 老 板 
trp_town_22_tavernkeeper|酒 屋 老 板 
trp_town_23_tavernkeeper|酒 屋 老 板 
trp_town_24_tavernkeeper|酒 屋 老 板 
trp_town_25_tavernkeeper|酒 屋 老 板 
trp_town_26_tavernkeeper|酒 屋 老 板 
trp_town_27_tavernkeeper|酒 屋 老 板 
trp_town_28_tavernkeeper|酒 屋 老 板 
trp_town_29_tavernkeeper|酒 屋 老 板 
trp_town_30_tavernkeeper|酒 屋 老 板 
trp_town_31_tavernkeeper|酒 屋 老 板 
trp_town_32_tavernkeeper|酒 屋 老 板 
trp_town_33_tavernkeeper|酒 屋 老 板 
trp_town_34_tavernkeeper|酒 屋 老 板 
trp_town_35_tavernkeeper|酒 屋 老 板 
trp_town_36_tavernkeeper|酒 屋 老 板 
trp_town_1_merchant|座 商 人 
trp_town_2_merchant|座 商 人 
trp_town_3_merchant|座 商 人 
trp_town_4_merchant|座 商 人 
trp_town_5_merchant|今 井 宗 久 
trp_town_6_merchant|座 商 人 
trp_town_7_merchant|座 商 人 
trp_town_8_merchant|座 商 人 
trp_town_9_merchant|座 商 人 
trp_town_10_merchant|座 商 人 
trp_town_11_merchant|座 商 人 
trp_town_12_merchant|座 商 人 
trp_town_13_merchant|座 商 人 
trp_town_14_merchant|座 商 人 
trp_town_15_merchant|座 商 人 
trp_town_16_merchant|座 商 人 
trp_town_17_merchant|座 商 人 
trp_town_18_merchant|座 商 人 
trp_town_19_merchant|座 商 人 
trp_town_20_merchant|座 商 人 
trp_town_21_merchant|座 商 人 
trp_town_22_merchant|座 商 人 
trp_town_23_merchant|商 人 
trp_town_24_merchant|商 人 
trp_town_25_merchant|商 人 
trp_town_26_merchant|商 人 
trp_town_27_merchant|商 人 
trp_town_28_merchant|商 人 
trp_town_29_merchant|商 人 
trp_town_30_merchant|商 人 
trp_town_31_merchant|商 人 
trp_town_32_merchant|商 人 
trp_town_33_merchant|商 人 
trp_town_34_merchant|商 人 
trp_town_35_merchant|商 人 
trp_town_36_merchant|商 人 
trp_town_1_horse_merchant|马 匹 贩 子 
trp_town_2_horse_merchant|马 匹 贩 子 
trp_town_3_horse_merchant|马 匹 贩 子 
trp_town_4_horse_merchant|马 匹 贩 子 
trp_town_5_horse_merchant|马 匹 贩 子 
trp_town_6_horse_merchant|马 匹 贩 子 
trp_town_7_horse_merchant|马 匹 贩 子 
trp_town_8_horse_merchant|马 匹 贩 子 
trp_town_9_horse_merchant|马 匹 贩 子 
trp_town_10_horse_merchant|马 匹 贩 子 
trp_town_11_horse_merchant|马 匹 贩 子 
trp_town_12_horse_merchant|马 匹 贩 子 
trp_town_13_horse_merchant|马 匹 贩 子 
trp_town_14_horse_merchant|马 匹 贩 子 
trp_town_15_horse_merchant|马 匹 贩 子 
trp_town_16_horse_merchant|马 匹 贩 子 
trp_town_17_horse_merchant|马 匹 贩 子 
trp_town_18_horse_merchant|马 匹 贩 子 
trp_town_19_horse_merchant|马 匹 贩 子 
trp_town_20_horse_merchant|马 匹 贩 子 
trp_town_21_horse_merchant|马 匹 贩 子 
trp_town_22_horse_merchant|马 匹 贩 子 
trp_town_23_horse_merchant|马 匹 贩 子 
trp_town_24_horse_merchant|马 匹 贩 子 
trp_town_25_horse_merchant|马 匹 贩 子 
trp_town_26_horse_merchant|马 匹 贩 子 
trp_town_27_horse_merchant|马 匹 贩 子 
trp_town_28_horse_merchant|马 匹 贩 子 
trp_town_29_horse_merchant|马 匹 贩 子 
trp_town_30_horse_merchant|马 匹 贩 子 
trp_town_31_horse_merchant|马 匹 贩 子 
trp_town_32_horse_merchant|马 匹 贩 子 
trp_town_33_horse_merchant|马 匹 贩 子 
trp_town_34_horse_merchant|马 匹 贩 子 
trp_town_35_horse_merchant|马 匹 贩 子 
trp_town_36_horse_merchant|马 匹 贩 子 
trp_town_1_mayor|奉 行 
trp_town_2_mayor|奉 行 
trp_town_3_mayor|奉 行 
trp_town_4_mayor|奉 行 
trp_town_5_mayor|奉 行 
trp_town_6_mayor|奉 行 
trp_town_7_mayor|奉 行 
trp_town_8_mayor|奉 行 
trp_town_9_mayor|奉 行 
trp_town_10_mayor|奉 行 
trp_town_11_mayor|奉 行 
trp_town_12_mayor|奉 行 
trp_town_13_mayor|奉 行 
trp_town_14_mayor|奉 行 
trp_town_15_mayor|奉 行 
trp_town_16_mayor|奉 行 
trp_town_17_mayor|奉 行 
trp_town_18_mayor|奉 行 
trp_town_19_mayor|奉 行 
trp_town_20_mayor|奉 行 
trp_town_21_mayor|奉 行 
trp_town_22_mayor|奉 行 
trp_town_23_mayor|奉 行 
trp_town_24_mayor|奉 行 
trp_town_25_mayor|奉 行 
trp_town_26_mayor|奉 行 
trp_town_27_mayor|奉 行 
trp_town_28_mayor|奉 行 
trp_town_29_mayor|奉 行 
trp_town_30_mayor|奉 行 
trp_town_31_mayor|奉 行 
trp_town_32_mayor|奉 行 
trp_town_33_mayor|奉 行 
trp_town_34_mayor|奉 行 
trp_town_35_mayor|奉 行 
trp_town_36_mayor|奉 行 
trp_village_1_elder|村 长 
trp_village_2_elder|村 长 
trp_village_3_elder|村 长 
trp_village_4_elder|村 长 
trp_village_5_elder|村 长 
trp_village_6_elder|村 长 
trp_village_7_elder|村 长 
trp_village_8_elder|村 长 
trp_village_9_elder|村 长 
trp_village_10_elder|村 长 
trp_village_11_elder|村 长 
trp_village_12_elder|村 长 
trp_village_13_elder|村 长 
trp_village_14_elder|村 长 
trp_village_15_elder|村 长 
trp_village_16_elder|村 长 
trp_village_17_elder|村 长 
trp_village_18_elder|村 长 
trp_village_19_elder|村 长 
trp_village_20_elder|村 长 
trp_village_21_elder|村 长 
trp_village_22_elder|村 长 
trp_village_23_elder|村 长 
trp_village_24_elder|村 长 
trp_village_25_elder|村 长 
trp_village_26_elder|村 长 
trp_village_27_elder|村 长 
trp_village_28_elder|村 长 
trp_village_29_elder|村 长 
trp_village_30_elder|村 长 
trp_village_31_elder|村 长 
trp_village_32_elder|村 长 
trp_village_33_elder|村 长 
trp_village_34_elder|村 长 
trp_village_35_elder|村 长 
trp_village_36_elder|村 长 
trp_village_37_elder|村 长 
trp_village_38_elder|村 长 
trp_village_39_elder|村 长 
trp_village_40_elder|村 长 
trp_village_41_elder|村 长 
trp_village_42_elder|村 长 
trp_village_43_elder|村 长 
trp_village_44_elder|村 长 
trp_village_45_elder|村 长 
trp_village_46_elder|村 长 
trp_village_47_elder|村 长 
trp_village_48_elder|村 长 
trp_village_49_elder|村 长 
trp_village_50_elder|村 长 
trp_village_51_elder|村 长 
trp_village_52_elder|村 长 
trp_village_53_elder|村 长 
trp_village_54_elder|村 长 
trp_village_55_elder|村 长 
trp_village_56_elder|村 长 
trp_village_57_elder|村 长 
trp_village_58_elder|村 长 
trp_village_59_elder|村 长 
trp_village_60_elder|村 长 
trp_village_61_elder|村 长 
trp_village_62_elder|村 长 
trp_village_63_elder|村 长 
trp_village_64_elder|村 长 
trp_village_65_elder|村 长 
trp_village_66_elder|村 长 
trp_village_67_elder|村 长 
trp_village_68_elder|村 长 
trp_village_69_elder|村 长 
trp_village_70_elder|村 长 
trp_village_71_elder|村 长 
trp_village_72_elder|村 长 
trp_village_73_elder|村 长 
trp_village_74_elder|村 长 
trp_village_75_elder|村 长 
trp_village_76_elder|村 长 
trp_village_77_elder|村 长 
trp_village_78_elder|村 长 
trp_village_79_elder|村 长 
trp_village_80_elder|村 长 
trp_village_81_elder|村 长 
trp_village_82_elder|村 长 
trp_village_83_elder|村 长 
trp_village_84_elder|村 长 
trp_village_85_elder|村 长 
trp_village_86_elder|村 长 
trp_village_87_elder|村 长 
trp_village_88_elder|村 长 
trp_village_89_elder|村 长 
trp_village_90_elder|村 长 
trp_village_91_elder|村 长 
trp_village_92_elder|村 长 
trp_village_93_elder|村 长 
trp_village_94_elder|村 长 
trp_village_95_elder|村 长 
trp_village_96_elder|村 长 
trp_village_97_elder|村 长 
trp_village_98_elder|村 长 
trp_village_99_elder|村 长 
trp_village_100_elder|村 长 
trp_village_101_elder|村 长 
trp_village_102_elder|村 长 
trp_village_103_elder|村 长 
trp_village_104_elder|村 长 
trp_village_105_elder|村 长 
trp_village_106_elder|村 长 
trp_village_107_elder|村 长 
trp_village_108_elder|村 长 
trp_village_109_elder|村 长 
trp_village_110_elder|村 长 
trp_village_111_elder|村 长 
trp_village_112_elder|村 长 
trp_village_113_elder|村 长 
trp_village_114_elder|村 长 
trp_village_115_elder|村 长 
trp_village_116_elder|村 长 
trp_village_117_elder|村 长 
trp_village_118_elder|村 长 
trp_village_119_elder|村 长 
trp_village_120_elder|村 长 
trp_village_121_elder|村 长 
trp_village_122_elder|村 长 
trp_village_123_elder|村 长 
trp_village_124_elder|村 长 
trp_village_125_elder|村 长 
trp_village_126_elder|村 长 
trp_village_127_elder|村 长 
trp_village_128_elder|村 长 
trp_village_129_elder|村 长 
trp_village_130_elder|村 长 
trp_village_131_elder|村 长 
trp_village_132_elder|村 长 
trp_village_133_elder|村 长 
trp_village_134_elder|村 长 
trp_village_135_elder|村 长 
trp_village_136_elder|村 长 
trp_village_137_elder|村 长 
trp_village_138_elder|村 长 
trp_village_139_elder|村 长 
trp_village_140_elder|村 长 
trp_village_141_elder|村 长 
trp_village_142_elder|村 长 
trp_village_143_elder|村 长 
trp_village_144_elder|村 长 
trp_village_145_elder|村 长 
trp_village_146_elder|村 长 
trp_village_147_elder|村 长 
trp_village_148_elder|村 长 
trp_village_149_elder|村 长 
trp_village_150_elder|村 长 
trp_village_151_elder|村 长 
trp_village_152_elder|村 长 
trp_village_153_elder|村 长 
trp_village_154_elder|村 长 
trp_village_155_elder|村 长 
trp_village_156_elder|村 长 
trp_village_157_elder|村 长 
trp_village_158_elder|村 长 
trp_village_159_elder|村 长 
trp_village_160_elder|村 长 
trp_village_161_elder|村 长 
trp_village_162_elder|村 长 
trp_village_163_elder|村 长 
trp_village_164_elder|村 长 
trp_village_165_elder|村 长 
trp_village_166_elder|村 长 
trp_village_167_elder|村 长 
trp_village_168_elder|村 长 
trp_village_169_elder|村 长 
trp_village_170_elder|村 长 
trp_village_171_elder|村 长 
trp_village_172_elder|村 长 
trp_village_173_elder|村 长 
trp_village_174_elder|村 长 
trp_village_175_elder|村 长 
trp_village_176_elder|村 长 
trp_village_177_elder|村 长 
trp_village_178_elder|村 长 
trp_village_179_elder|村 长 
trp_village_180_elder|村 长 
trp_village_181_elder|村 长 
trp_village_182_elder|村 长 
trp_village_183_elder|村 长 
trp_village_184_elder|村 长 
trp_village_185_elder|村 长 
trp_village_186_elder|村 长 
trp_village_187_elder|村 长 
trp_village_188_elder|村 长 
trp_village_189_elder|村 长 
trp_merchants_end|merchants end
trp_merchants_end_pl|merchants end
trp_local_merchant|茶 屋 商 人 
trp_local_merchant_pl|茶 屋 商 人 
trp_tax_rebel|一 揆 
trp_tax_rebel_pl|一 揆 
trp_trainee_peasant|农 民 
trp_trainee_peasant_pl|农 民 
trp_fugitive|紧 张 不 安 的 人 
trp_fugitive_pl|紧 张 不 安 的 人 
trp_belligerent_drunk|闹 事 的 浪 人 
trp_belligerent_drunk_pl|闹 事 的 浪 人 
trp_hired_assassin|农 民 
trp_hired_assassin_pl|农 民 
trp_fight_promoter|相 貌 粗 野 的 人 
trp_fight_promoter_pl|相 貌 粗 野 的 人 
trp_spy|普 通 的 町 人 
trp_spy_pl|普 通 的 町 人 
trp_spy_partner|不 起 眼 的 农 民 
trp_spy_partner_pl|不 起 眼 的 农 民 
trp_nurse_for_lady|女 仆 
trp_nurse_for_lady_pl|女 仆 
trp_temporary_minister|家 老 
trp_temporary_minister_pl|家 老 
trp_swadian_crossbowman_multiplayer_ai|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_ai_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_ai|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_ai_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_ai|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_ai_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_ai|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_ai_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_ai|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_ai_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_ai|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_ai_pl|维 吉 亚 骑 手 
trp_khergit_dismounted_lancer_multiplayer_ai|库 吉 特 下 马 枪 骑 兵 
trp_khergit_dismounted_lancer_multiplayer_ai_pl|库 吉 特 下 马 枪 骑 兵 
trp_khergit_veteran_horse_archer_multiplayer_ai|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|库 吉 特 骑 射 手 
trp_khergit_lancer_multiplayer_ai|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_ai_pl|库 吉 特 枪 骑 兵 
trp_nord_veteran_multiplayer_ai|诺 德 轻 步 兵 
trp_nord_veteran_multiplayer_ai_pl|诺 德 轻 步 兵 
trp_nord_scout_multiplayer_ai|诺 德 斥 侯 
trp_nord_scout_multiplayer_ai_pl|诺 德 斥 侯 
trp_nord_archer_multiplayer_ai|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_ai_pl|诺 德 弓 箭 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|罗 多 克 弩 手 
trp_rhodok_veteran_spearman_multiplayer_ai|罗 多 克 长 矛 手 
trp_rhodok_veteran_spearman_multiplayer_ai_pl|罗 多 克 长 矛 手 
trp_rhodok_scout_multiplayer_ai|罗 多 克 斥 侯 
trp_rhodok_scout_multiplayer_ai_pl|罗 多 克 斥 侯 
trp_sarranid_infantry_multiplayer_ai|萨 兰 德 步 兵 
trp_sarranid_infantry_multiplayer_ai_pl|萨 兰 德 步 兵 
trp_sarranid_archer_multiplayer_ai|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_ai_pl|萨 兰 德 弓 箭 手 
trp_sarranid_horseman_multiplayer_ai|萨 兰 德 骑 手 
trp_sarranid_horseman_multiplayer_ai_pl|萨 兰 德 骑 手 
trp_swadian_crossbowman_multiplayer|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_pl|维 吉 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_pl|库 吉 特 骑 射 手 
trp_khergit_lancer_multiplayer|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_pl|库 吉 特 枪 骑 兵 
trp_nord_archer_multiplayer|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer|诺 德 皇 家 侍 卫 
trp_nord_veteran_multiplayer_pl|诺 德 皇 家 侍 卫 
trp_nord_scout_multiplayer|诺 德 斥 侯 
trp_nord_scout_multiplayer_pl|诺 德 斥 侯 
trp_rhodok_veteran_crossbowman_multiplayer|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_pl|萨 兰 德 马 穆 鲁 克 
trp_quick_battle_troop_1|骑 马 武 士 军 官 
trp_quick_battle_troop_1_pl|骑 马 武 士 军 官 
trp_quick_battle_troop_2|幕 府 军 官 
trp_quick_battle_troop_2_pl|幕 府 军 官 
trp_quick_battle_troop_3|精 锐 幕 府 步 兵 
trp_quick_battle_troop_3_pl|精 锐 幕 府 步 兵 
trp_quick_battle_troop_4|精 锐 土 佐 散 兵 
trp_quick_battle_troop_4_pl|精 锐 土 佐 散 兵 
trp_quick_battle_troop_5|武 士 骑 射 手 
trp_quick_battle_troop_5_pl|武 士 骑 射 手 
trp_quick_battle_troop_6|纪 州 忍 者 
trp_quick_battle_troop_6_pl|纪 州 忍 者 
trp_quick_battle_troop_7|阿 伊 努 剑 士 
trp_quick_battle_troop_7_pl|阿 伊 努 剑 士 
trp_quick_battle_troop_8|阿 伊 努 骑 射 手 
trp_quick_battle_troop_8_pl|阿 伊 努 骑 射 手 
trp_quick_battle_troop_9|薙 刀 僧 兵 
trp_quick_battle_troop_9_pl|薙 刀 僧 兵 
trp_quick_battle_troop_10|阿 姆 斯 特 朗 炮 
trp_quick_battle_troop_10_pl|阿 姆 斯 特 朗 炮 
trp_quick_battle_troop_11|加 特 林 机 关 枪 
trp_quick_battle_troop_11_pl|加 特 林 机 关 枪 
trp_tutorial_fighter_1|初 级 斗 士 
trp_tutorial_fighter_1_pl|初 级 斗 士 
trp_tutorial_fighter_2|初 级 斗 士 
trp_tutorial_fighter_2_pl|初 级 斗 士 
trp_tutorial_fighter_3|正 规 斗 士 
trp_tutorial_fighter_3_pl|初 级 斗 士 
trp_tutorial_fighter_4|资 深 斗 士 
trp_tutorial_fighter_4_pl|初 级 斗 士 
trp_tutorial_archer_1|弓 箭 手 
trp_tutorial_archer_1_pl|弓 箭 手 
trp_tutorial_master_archer|弓 箭 教 练 
trp_tutorial_master_archer_pl|弓 箭 教 练 
trp_tutorial_rider_1|骑 手 
trp_tutorial_rider_2|骑 手 
trp_tutorial_master_horseman|骑 术 教 练 
trp_tutorial_master_horseman_pl|骑 术 教 练 
trp_tsu_merchant|伊 势 田 吉 
trp_hirosaki_merchant|安 东 传 介 
trp_niigata_merchant|本 庄 绳 皋 
trp_edo_merchant|武 藏 芋 番 
trp_sakai_merchant|坂 井 次 郎 
trp_hakata_merchant|筑 前 三 郎 
trp_startup_merchants_end|startup merchants end
trp_startup_merchants_end_pl|startup merchants end
trp_rebel_leader|僧 兵 首 领 
trp_rebel_leader_pl|僧 兵 
trp_looter_leader|恶 党 
trp_looter_leader_pl|恶 党 
trp_bandit_leaders_end|bandit leaders end
