itm_no_item|无 效 项 目 
itm_uesuginanbankabuto|剑 客 桃 型 兜 
itm_uesuginanbankabuto_pl|剑 客 桃 型 兜 
itm_kobayakawakab|小 早 川 盔 
itm_kobayakawakab_pl|小 早 川 盔 
itm_ito_shino|伊 东 阿 古 坨 兜 
itm_ito_shino_pl|伊 东 阿 古 坨 兜 
itm_saito_shino|斋 藤 阿 古 坨 兜 
itm_saito_shino_pl|斋 藤 阿 古 坨 兜 
itm_gekokujo_tabi|足 袋 
itm_gekokujo_tabi_pl|足 袋 
itm_gekokujo_sandal_1|草 屐 
itm_gekokujo_sandal_1_pl|草 屐 
itm_gekokujo_sandal_2|草 屐 
itm_gekokujo_sandal_2_pl|草 屐 
itm_gekokujo_sandal_3|草 屐 
itm_gekokujo_sandal_3_pl|草 屐 
itm_suguroku_geta1|木 屐 
itm_suguroku_geta1_pl|木 屐 
itm_suguroku_geta|木 屐 
itm_suguroku_geta_pl|木 屐 
itm_invalid_item|轻 筱 臑 当 
itm_invalid_item_pl|轻 筱 臑 当 
itm_gekokujo_shino_suneate_1|筱 臑 当 
itm_gekokujo_shino_suneate_1_pl|筱 臑 当 
itm_gekokujo_shino_suneate_2|筱 臑 当 
itm_gekokujo_shino_suneate_2_pl|筱 臑 当 
itm_gekokujo_shino_suneate_3|筱 臑 当 
itm_gekokujo_shino_suneate_3_pl|筱 臑 当 
itm_gekokujo_tsubo_suneate_1|壶 臑 当 
itm_gekokujo_tsubo_suneate_1_pl|壶 臑 当 
itm_gekokujo_tsubo_suneate_2|壶 臑 当 
itm_gekokujo_tsubo_suneate_2_pl|壶 臑 当 
itm_gekokujo_tsubo_suneate_3|壶 臑 当 
itm_gekokujo_tsubo_suneate_3_pl|壶 臑 当 
itm_ssh_suneate|壶 臑 当 
itm_ssh_suneate_pl|壶 臑 当 
itm_aruda_boots|壶 臑 当 
itm_aruda_boots_pl|壶 臑 当 
itm_blackninjaboots|忍 靴 
itm_blackninjaboots_pl|忍 靴 
itm_gekokujo_sashimono_1|足 轻 指 物 
itm_gekokujo_sashimono_1_pl|足 轻 指 物 
itm_gekokujo_sashimono_2|武 士 指 物 
itm_gekokujo_sashimono_2_pl|武 士 指 物 
itm_gekokujo_sashimono_3|长 指 物 
itm_gekokujo_sashimono_3_pl|长 指 物 
itm_gekokujo_sashimono_4|宽 指 物 
itm_gekokujo_sashimono_4_pl|宽 指 物 
itm_gekokujo_sashimono_5|方 指 物 
itm_gekokujo_sashimono_5_pl|方 指 物 
itm_gekokujo_sashimono_uesugi_1|上 杉 足 轻 指 物 
itm_gekokujo_sashimono_uesugi_1_pl|上 杉 足 轻 指 物 
itm_gekokujo_sashimono_date_1|伊 达 足 轻 指 物 
itm_gekokujo_sashimono_date_1_pl|伊 达 足 轻 指 物 
itm_gekokujo_sashimono_oda_1|织 田 足 轻 指 物 
itm_gekokujo_sashimono_oda_1_pl|织 田 足 轻 指 物 
itm_gekokujo_sashimono_mori_1|毛 利 足 轻 指 物 
itm_gekokujo_sashimono_mori_1_pl|毛 利 足 轻 指 物 
itm_gekokujo_sashimono_takeda_1|武 田 足 轻 指 物 
itm_gekokujo_sashimono_takeda_1_pl|武 田 足 轻 指 物 
itm_gekokujo_sashimono_tokugawa_1|德 川 足 轻 指 物 
itm_gekokujo_sashimono_tokugawa_1_pl|德 川 足 轻 指 物 
itm_gekokujo_sashimono_miyoshi_1|三 好 足 轻 指 物 
itm_gekokujo_sashimono_miyoshi_1_pl|三 好 足 轻 指 物 
itm_gekokujo_sashimono_amako_1|尼 子 足 轻 指 物 
itm_gekokujo_sashimono_amako_1_pl|尼 子 足 轻 指 物 
itm_gekokujo_sashimono_otomo_1|大 友 足 轻 指 物 
itm_gekokujo_sashimono_otomo_1_pl|大 友 足 轻 指 物 
itm_gekokujo_sashimono_nanbu_1|南 部 足 轻 指 物 
itm_gekokujo_sashimono_nanbu_1_pl|南 部 足 轻 指 物 
itm_gekokujo_sashimono_asakura_1|朝 仓 足 轻 指 物 
itm_gekokujo_sashimono_asakura_1_pl|朝 仓 足 轻 指 物 
itm_gekokujo_sashimono_chosokabe_1|长 宗 我 部 足 轻 指 物 
itm_gekokujo_sashimono_chosokabe_1_pl|长 宗 我 部 足 轻 指 物 
itm_gekokujo_sashimono_hojo_1|北 条 足 轻 指 物 
itm_gekokujo_sashimono_hojo_1_pl|北 条 足 轻 指 物 
itm_gekokujo_sashimono_mogami_1|最 上 足 轻 指 物 
itm_gekokujo_sashimono_mogami_1_pl|最 上 足 轻 指 物 
itm_gekokujo_sashimono_shimazu_1|岛 津 足 轻 指 物 
itm_gekokujo_sashimono_shimazu_1_pl|岛 津 足 轻 指 物 
itm_gekokujo_sashimono_ryuzoji_1|龙 造 寺 足 轻 指 物 
itm_gekokujo_sashimono_ryuzoji_1_pl|龙 造 寺 足 轻 指 物 
itm_gekokujo_sashimono_satake_1|佐 竹 足 轻 指 物 
itm_gekokujo_sashimono_satake_1_pl|佐 竹 足 轻 指 物 
itm_gekokujo_sashimono_satomi_1|里 间 足 轻 指 物 
itm_gekokujo_sashimono_satomi_1_pl|里 间 足 轻 指 物 
itm_gekokujo_sashimono_ukita_1|浦 上 足 轻 指 物 
itm_gekokujo_sashimono_ukita_1_pl|浦 上 足 轻 指 物 
itm_gekokujo_sashimono_ikko_1|一 向 宗 足 轻 指 物 
itm_gekokujo_sashimono_ikko_1_pl|一 向 宗 足 轻 指 物 
itm_gekokujo_sashimono_uesugi_2|上 杉 武 士 指 物 
itm_gekokujo_sashimono_uesugi_2_pl|上 杉 武 士 指 物 
itm_gekokujo_sashimono_date_2|伊 达 武 士 指 物 
itm_gekokujo_sashimono_date_2_pl|伊 达 武 士 指 物 
itm_gekokujo_sashimono_oda_2|织 田 武 士 指 物 
itm_gekokujo_sashimono_oda_2_pl|织 田 武 士 指 物 
itm_gekokujo_sashimono_mori_2|毛 利 武 士 指 物 
itm_gekokujo_sashimono_mori_2_pl|毛 利 武 士 指 物 
itm_gekokujo_sashimono_takeda_2|武 田 武 士 指 物 
itm_gekokujo_sashimono_takeda_2_pl|武 田 武 士 指 物 
itm_gekokujo_sashimono_tokugawa_2|德 川 武 士 指 物 
itm_gekokujo_sashimono_tokugawa_2_pl|德 川 武 士 指 物 
itm_gekokujo_sashimono_miyoshi_2|三 好 武 士 指 物 
itm_gekokujo_sashimono_miyoshi_2_pl|三 好 武 士 指 物 
itm_gekokujo_sashimono_amako_2|尼 子 武 士 指 物 
itm_gekokujo_sashimono_amako_2_pl|尼 子 武 士 指 物 
itm_gekokujo_sashimono_otomo_2|大 友 武 士 指 物 
itm_gekokujo_sashimono_otomo_2_pl|大 友 武 士 指 物 
itm_gekokujo_sashimono_nanbu_2|南 部 武 士 指 物 
itm_gekokujo_sashimono_nanbu_2_pl|南 部 武 士 指 物 
itm_gekokujo_sashimono_asakura_2|朝 仓 武 士 指 物 
itm_gekokujo_sashimono_asakura_2_pl|朝 仓 武 士 指 物 
itm_gekokujo_sashimono_chosokabe_2|长 宗 我 部 武 士 指 物 
itm_gekokujo_sashimono_chosokabe_2_pl|长 宗 我 部 武 士 指 物 
itm_gekokujo_sashimono_hojo_2|北 条 武 士 指 物 
itm_gekokujo_sashimono_hojo_2_pl|北 条 武 士 指 物 
itm_gekokujo_sashimono_mogami_2|最 上 武 士 指 物 
itm_gekokujo_sashimono_mogami_2_pl|最 上 武 士 指 物 
itm_gekokujo_sashimono_shimazu_2|岛 津 武 士 指 物 
itm_gekokujo_sashimono_shimazu_2_pl|岛 津 武 士 指 物 
itm_gekokujo_sashimono_ryuzoji_2|龙 造 寺 武 士 指 物 
itm_gekokujo_sashimono_ryuzoji_2_pl|龙 造 寺 武 士 指 物 
itm_gekokujo_sashimono_satake_2|佐 竹 武 士 指 物 
itm_gekokujo_sashimono_satake_2_pl|佐 竹 武 士 指 物 
itm_gekokujo_sashimono_satomi_2|里 见 武 士 指 物 
itm_gekokujo_sashimono_satomi_2_pl|里 见 武 士 指 物 
itm_gekokujo_sashimono_ukita_2|宇 多 喜 武 士 指 物 
itm_gekokujo_sashimono_ukita_2_pl|宇 多 喜 武 士 指 物 
itm_gekokujo_sashimono_ikko_2|一 向 宗 武 士 指 物 
itm_gekokujo_sashimono_ikko_2_pl|一 向 宗 武 士 指 物 
itm_sashimono_new_rd1|红 马 回 指 物 
itm_sashimono_new_rd1_pl|红 马 回 指 物 
itm_sashimono_new_rd2|红 马 回 指 物 
itm_sashimono_new_rd2_pl|红 马 回 指 物 
itm_sashimono_new_rd3|红 马 回 指 物 
itm_sashimono_new_rd3_pl|红 马 回 指 物 
itm_sashimono_new_bl1|青 马 回 指 物 
itm_sashimono_new_bl1_pl|青 马 回 指 物 
itm_sashimono_new_bl2|青 马 回 指 物 
itm_sashimono_new_bl2_pl|青 马 回 指 物 
itm_sashimono_new_bl3|青 马 回 指 物 
itm_sashimono_new_bl3_pl|青 马 回 指 物 
itm_sashimono_new_gr1|绿 马 回 指 物 
itm_sashimono_new_gr1_pl|绿 马 回 指 物 
itm_sashimono_new_gr2|绿 马 回 指 物 
itm_sashimono_new_gr2_pl|绿 马 回 指 物 
itm_sashimono_new_gr3|绿 马 回 指 物 
itm_sashimono_new_gr3_pl|绿 马 回 指 物 
itm_necklace|项 链 
itm_necklace_pl|项 链 
itm_modern_tachi|太 刀 
itm_modern_tachi_pl|太 刀 
itm_ryuzoji_teppo|鸟 铳 
itm_ryuzoji_teppo_pl|鸟 铳 
itm_ryuzoji_teppo_melee|鸟 铳 
itm_ryuzoji_teppo_melee_pl|鸟 铳 
itm_fake_tachi|装 饰 太 刀 
itm_fake_tachi_pl|装 饰 太 刀 
itm_fake_katana|饰 品 打 刀 
itm_fake_katana_pl|饰 品 打 刀 
itm_fake_wakizashi|饰 品 胁 差 
itm_fake_wakizashi_pl|饰 品 胁 差 
itm_long_jinbaori1|将 军 阵 羽 织 
itm_long_jinbaori1_pl|将 军 阵 羽 织 
itm_long_jinbaori2|将 军 阵 羽 织 
itm_long_jinbaori2_pl|将 军 阵 羽 织 
itm_kuwa|锄 
itm_kuwa_pl|锄 
itm_nagigama|薙 镰 
itm_nagigama_pl|薙 镰 
itm_dou_knife|刀 
itm_dou_knife_pl|刀 
itm_dou_nata|锤 
itm_dou_nata_pl|锤 
itm_gekokujo_sandal_4|草 履 
itm_gekokujo_sandal_4_pl|草 履 
itm_heavy_ezo_armor|阿 依 努 扎 甲 
itm_heavy_ezo_armor_pl|阿 依 努 扎 甲 
itm_heavy_ezo_armor_2|阿 依 努 扎 甲 
itm_heavy_ezo_armor_2_pl|阿 依 努 扎 甲 
itm_henry_repeater|亨 利 连 发 步 枪 
itm_henry_repeater_pl|亨 利 连 发 步 枪 
itm_henry_repeater_melee|亨 利 连 发 步 枪 
itm_henry_repeater_melee_pl|亨 利 连 发 步 枪 
itm_coachgun|D双 管 燧 发 霰 弹 枪 
itm_coachgun_pl|D双 管 燧 发 霰 弹 枪 
itm_coachgun_m|D双 管 燧 发 霰 弹 枪 
itm_coachgun_m_pl|D双 管 燧 发 霰 弹 枪 
itm_player_nobori2|旗 
itm_player_nobori2_pl|旗 
itm_placeholders|PLACEHOLDER
itm_placeholders_pl|PLACEHOLDER
itm_hongma5|木 曾 马 
itm_hongma5_pl|木 曾 马 
itm_limaoma5|鹿 儿 岛 马 
itm_limaoma5_pl|鹿 儿 岛 马 
itm_jinbaori_black_white|阵 羽 织 
itm_jinbaori_black_white_pl|阵 羽 织 
itm_jinbaori_imperial|阵 羽 织 
itm_jinbaori_imperial_pl|阵 羽 织 
itm_jinbaori_shogunate|德 川 阵 羽 织 
itm_jinbaori_shogunate_pl|德 川 阵 羽 织 
itm_gekokujo_jinbaori_1|将 军 阵 羽 织 
itm_gekokujo_jinbaori_1_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_2|将 军 阵 羽 织 
itm_gekokujo_jinbaori_2_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_3|将 军 阵 羽 织 
itm_gekokujo_jinbaori_3_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_4|将 军 阵 羽 织 
itm_gekokujo_jinbaori_4_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_5|将 军 阵 羽 织 
itm_gekokujo_jinbaori_5_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_6|将 军 阵 羽 织 
itm_gekokujo_jinbaori_6_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_7|将 军 阵 羽 织 
itm_gekokujo_jinbaori_7_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_8|将 军 阵 羽 织 
itm_gekokujo_jinbaori_8_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_9|将 军 阵 羽 织 
itm_gekokujo_jinbaori_9_pl|将 军 阵 羽 织 
itm_gekokujo_jinbaori_aruda|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda2|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda2_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda3|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda3_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda4|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda4_pl|将 军 的 阵 羽 织 
itm_rs_hapants_1_4a|裤 子 
itm_rs_hapants_1_4a_pl|裤 子 
itm_gekokujo_jinbaori_aruda6|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_aruda6_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_11|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_11_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_12|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_12_pl|将 军 的 阵 羽 织 
itm_gekokujo_jinbaori_sanada|真 田 阵 羽 织 
itm_gekokujo_jinbaori_sanada_pl|真 田 阵 羽 织 
itm_gekokujo_jinbaori_yamamoto|山 字 阵 羽 织 
itm_gekokujo_jinbaori_yamamoto_pl|山 字 阵 羽 织 
itm_gekokujo_jinbaori_murakami|村 上 阵 羽 织 
itm_gekokujo_jinbaori_murakami_pl|村 上 阵 羽 织 
itm_gekokujo_jinbaori_honda|本 多 阵 羽 织 
itm_gekokujo_jinbaori_honda_pl|本 多 阵 羽 织 
itm_gekokujo_jinbaori_nagao|巴 纹 阵 羽 织 
itm_gekokujo_jinbaori_nagao_pl|巴 纹 阵 羽 织 
itm_gekokujo_jinbaori_uesugi|毗 沙 门 天 阵 羽 织 
itm_gekokujo_jinbaori_uesugi_pl|毗 沙 门 天 阵 羽 织 
itm_gekokujo_jinbaori_toyotomi|五 七 桐 阵 羽 织 
itm_gekokujo_jinbaori_toyotomi_pl|五 七 桐 阵 羽 织 
itm_gekokujo_jinbaori_kuroda|黑 田 阵 羽 织 
itm_gekokujo_jinbaori_kuroda_pl|黑 田 阵 羽 织 
itm_gekokujo_jinbaori_tokugawa|德 川 阵 羽 织 
itm_gekokujo_jinbaori_tokugawa_pl|德 川 阵 羽 织 
itm_gekokujo_jinbaori_takeda|武 田 阵 羽 织 
itm_gekokujo_jinbaori_takeda_pl|武 田 阵 羽 织 
itm_gekokujo_jinbaori_mori|毛 利 阵 羽 织 
itm_gekokujo_jinbaori_mori_pl|毛 利 阵 羽 织 
itm_gekokujo_jinbaori_date|伊 达 阵 羽 织 
itm_gekokujo_jinbaori_date_pl|伊 达 阵 羽 织 
itm_gekokujo_jinbaori_oda|织 田 阵 羽 织 
itm_gekokujo_jinbaori_oda_pl|织 田 阵 羽 织 
itm_gekokujo_jinbaori_asakura|朝 仓 阵 羽 织 
itm_gekokujo_jinbaori_asakura_pl|朝 仓 阵 羽 织 
itm_gekokujo_jinbaori_kobayakawa|小 早 川 阵 羽 织 
itm_gekokujo_jinbaori_kobayakawa_pl|小 早 川 阵 羽 织 
itm_gekokujo_jinbaori_ashikaga|足 利 阵 羽 织 
itm_gekokujo_jinbaori_ashikaga_pl|足 利 阵 羽 织 
itm_gekokujo_jinbaori_amako|尼 子 阵 羽 织 
itm_gekokujo_jinbaori_amako_pl|尼 子 阵 羽 织 
itm_gekokujo_jinbaori_miyoshi|三 好 阵 羽 织 
itm_gekokujo_jinbaori_miyoshi_pl|三 好 阵 羽 织 
itm_gekokujo_jinbaori_otomo|大 友 阵 羽 织 
itm_gekokujo_jinbaori_otomo_pl|大 友 阵 羽 织 
itm_gekokujo_jinbaori_hojo|北 条 阵 羽 织 
itm_gekokujo_jinbaori_hojo_pl|北 条 阵 羽 织 
itm_gekokujo_jinbaori_choso|长 宗 我 部 阵 羽 织 
itm_gekokujo_jinbaori_choso_pl|长 宗 我 部 阵 羽 织 
itm_gekokujo_jinbaori_mogami|最 上 阵 羽 织 
itm_gekokujo_jinbaori_mogami_pl|最 上 阵 羽 织 
itm_gekokujo_jinbaori_oda2|织 田 阵 羽 织 
itm_gekokujo_jinbaori_oda2_pl|织 田 阵 羽 织 
itm_gekokujo_jinbaori_shimazu|岛 津 阵 羽 织 
itm_gekokujo_jinbaori_shimazu_pl|岛 津 阵 羽 织 
itm_gekokujo_jinbaori_ryuzo|龙 造 寺 阵 羽 织 
itm_gekokujo_jinbaori_ryuzo_pl|龙 造 寺 阵 羽 织 
itm_gekokujo_jinbaori_sato|里 见 阵 羽 织 
itm_gekokujo_jinbaori_sato_pl|里 见 阵 羽 织 
itm_gekokujo_jinbaori_ura|宇 多 喜 阵 羽 织 
itm_gekokujo_jinbaori_ura_pl|宇 多 喜 阵 羽 织 
itm_gekokujo_jinbaori_imagawa|今 川 阵 羽 织 
itm_gekokujo_jinbaori_imagawa_pl|今 川 阵 羽 织 
itm_gekokujo_jinbaori_saito|斋 藤 阵 羽 织 
itm_gekokujo_jinbaori_saito_pl|斋 藤 阵 羽 织 
itm_gekokujo_jinbaori_ito|伊 东 阵 羽 织 
itm_gekokujo_jinbaori_ito_pl|伊 东 阵 羽 织 
itm_gekokujo_jinbaori_take2|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_take2_pl|将 军 的 筱 臑 当 
itm_sugo_gen_clothes|袈 裟 
itm_sugo_gen_clothes_pl|袈 裟 
itm_sugo_sohe_clothes|袈 裟 
itm_sugo_sohe_clothes_pl|袈 裟 
itm_cloak_sugu|蓑 衣 
itm_cloak_sugu_pl|蓑 衣 
itm_gekokujo_tekko_1|小 笼 手 
itm_gekokujo_tekko_1_pl|小 笼 手 
itm_gekokujo_tekko_2|皮 手 套 
itm_gekokujo_tekko_2_pl|皮 手 套 
itm_gekokujo_tekko_3_1|片 笼 手 
itm_gekokujo_tekko_3_1_pl|片 笼 手 
itm_gekokujo_tekko_3_2|片 笼 手 
itm_gekokujo_tekko_3_2_pl|片 笼 手 
itm_gekokujo_tekko_3_3|片 笼 手 
itm_gekokujo_tekko_3_3_pl|片 笼 手 
itm_gekokujo_tekko_4_1|片 笼 手 
itm_gekokujo_tekko_4_1_pl|片 笼 手 
itm_gekokujo_tekko_4_2|锁 笼 手 
itm_gekokujo_tekko_4_2_pl|锁 笼 手 
itm_gekokujo_tekko_4_3|锁 笼 手 
itm_gekokujo_tekko_4_3_pl|锁 笼 手 
itm_gf_tekko_nao_l|片 笼 手 
itm_gf_tekko_nao_l_pl|片 笼 手 
itm_gekokujo_domaru_old|桶 川 甲 
itm_gekokujo_domaru_old_pl|桶 川 甲 
itm_gekokujo_kabuto_mempo_old|带 面 颊 的 头 盔 
itm_gekokujo_kabuto_mempo_old_pl|带 面 颊 的 头 盔 
itm_gekokujo_suneate_old|护 足 
itm_gekokujo_suneate_old_pl|护 足 
itm_gekokujo_mongol_boots|胫 甲 
itm_gekokujo_mongol_boots_pl|胫 甲 
itm_gekokujo_mongol_helmet_1|元 寇 盔 
itm_gekokujo_mongol_helmet_1_pl|元 寇 盔 
itm_gekokujo_mongol_helmet_2|元 寇 盔 
itm_gekokujo_mongol_helmet_2_pl|元 寇 盔 
itm_gekokujo_mongol_helmet_3|元 寇 盔 
itm_gekokujo_mongol_helmet_3_pl|元 寇 盔 
itm_hujiama|锁 具 足 马 
itm_hujiama_pl|锁 具 足 马 
itm_hongma4|木 曾 马 
itm_hongma4_pl|木 曾 马 
itm_hongma3|对 州 马 
itm_hongma3_pl|对 州 马 
itm_hongma2|对 州 马 
itm_hongma2_pl|对 州 马 
itm_heima4|鹿 儿 岛 马 
itm_heima4_pl|鹿 儿 岛 马 
itm_heima3|鹿 儿 岛 马 
itm_heima3_pl|鹿 儿 岛 马 
itm_heima2|秋 田 马 
itm_heima2_pl|秋 田 马 
itm_huangma4|秋 田 马 
itm_huangma4_pl|秋 田 马 
itm_huangma3|三 河 马 
itm_huangma3_pl|三 河 马 
itm_huangma2|三 河 马 
itm_huangma2_pl|三 河 马 
itm_limaoma4|甲 斐 驹 
itm_limaoma4_pl|甲 斐 驹 
itm_limaoma3|甲 斐 驹 
itm_limaoma3_pl|甲 斐 驹 
itm_limaoma2|御 马 
itm_limaoma2_pl|御 马 
itm_heavysong|大 将 马 
itm_heavysong_pl|大 将 马 
itm_raikiri|大 将 马 
itm_raikiri_pl|大 将 马 
itm_horo_blue_yellow|黄 蓝 母 衣 
itm_horo_blue_yellow_pl|黄 蓝 母 衣 
itm_horo_red_black|黑 红 母 衣 
itm_horo_red_black_pl|黑 红 母 衣 
itm_horo_grey_black|黑 灰 母 衣 
itm_horo_grey_black_pl|黑 灰 母 衣 
itm_horo_yellow_blue|黑 黄 母 衣 
itm_horo_yellow_blue_pl|黑 黄 母 衣 
itm_horo_green_black|黑 绿 母 衣 
itm_horo_green_black_pl|黑 绿 母 衣 
itm_horo_yellow_black|黑 黄 母 衣 
itm_horo_yellow_black_pl|黑 黄 母 衣 
itm_2horo_blue_yellow|黄 蓝 母 衣 
itm_2horo_blue_yellow_pl|黄 蓝 母 衣 
itm_2horo_red_black|黑 红 母 衣 
itm_2horo_red_black_pl|黑 红 母 衣 
itm_2horo_yellow_black|黑 黄 母 衣 
itm_2horo_yellow_black_pl|黑 黄 母 衣 
itm_2horo_purple|紫 母 衣 
itm_2horo_purple_pl|紫 母 衣 
itm_2horo_brown|棕 母 衣 
itm_2horo_brown_pl|棕 母 衣 
itm_2horo_red_white|白 红 母 衣 
itm_2horo_red_white_pl|白 红 母 衣 
itm_tessen|扇 子 
itm_tessen_pl|扇 子 
itm_tessen2|扇 子 
itm_tessen2_pl|扇 子 
itm_tessen3|军 扇 
itm_tessen3_pl|军 扇 
itm_dual_ninjato|忍 刀 
itm_dual_ninjato_pl|忍 刀 
itm_dual_katana|打 刀 
itm_dual_katana_pl|打 刀 
itm_dual_wakizashi|胁 差 
itm_dual_wakizashi_pl|胁 差 
itm_bigbanner_bun0|三 好 织 
itm_bigbanner_bun0_pl|三 好 织 
itm_bigbanner_bun1|武 田 织 
itm_bigbanner_bun1_pl|武 田 织 
itm_bigbanner_bun2|上 杉 织 
itm_bigbanner_bun2_pl|上 杉 织 
itm_bigbanner_bun3|新 选 组 幡 旗 
itm_bigbanner_bun3_pl|新 选 组 幡 旗 
itm_otomo_bigbanner1_bun3|大 友 织 
itm_otomo_bigbanner1_bun3_pl|大 友 织 
itm_bigbanner_bun4|佐 竹 织 
itm_bigbanner_bun4_pl|佐 竹 织 
itm_bigbanner_bun5|里 见 织 
itm_bigbanner_bun5_pl|里 见 织 
itm_bigbanner_bun6|尼 子 织 
itm_bigbanner_bun6_pl|尼 子 织 
itm_bigbanner_bun7|织 田 织 
itm_bigbanner_bun7_pl|织 田 织 
itm_bigbanner_bun8|伊 达 织 
itm_bigbanner_bun8_pl|伊 达 织 
itm_bigbanner_bun9|毛 利 织 
itm_bigbanner_bun9_pl|毛 利 织 
itm_bigbanner_bun10|龙 造 寺 织 
itm_bigbanner_bun10_pl|龙 造 寺 织 
itm_bigbanner_bun11|朝 仓 织 
itm_bigbanner_bun11_pl|朝 仓 织 
itm_bigbanner_bun12|一 向 宗 织 
itm_bigbanner_bun12_pl|一 向 宗 织 
itm_bigbanner_bun13|北 条 织 
itm_bigbanner_bun13_pl|北 条 织 
itm_bigbanner_bun14|南 部 织 
itm_bigbanner_bun14_pl|南 部 织 
itm_bigbanner_bun16|德 川 织 
itm_bigbanner_bun16_pl|德 川 织 
itm_bigbanner_bun17|长 宗 我 部 织 
itm_bigbanner_bun17_pl|长 宗 我 部 织 
itm_bigbanner_bun18|浦 上 织 
itm_bigbanner_bun18_pl|浦 上 织 
itm_bigbanner_bun19|最 上 织 
itm_bigbanner_bun19_pl|最 上 织 
itm_bigbanner_bun20|岛 津 织 
itm_bigbanner_bun20_pl|岛 津 织 
itm_bigbanner1_bun12|御 旗 
itm_bigbanner1_bun12_pl|御 旗 
itm_bigbanner1_bun10|今 川 织 
itm_bigbanner1_bun10_pl|今 川 织 
itm_bigbanner1_bun9|斋 藤 织 
itm_bigbanner1_bun9_pl|斋 藤 织 
itm_bigbanner1_bun5|伊 东 织 
itm_bigbanner1_bun5_pl|伊 东 织 
itm_ashikaga_bigbanner2_bun9|足 利 织 
itm_ashikaga_bigbanner2_bun9_pl|足 利 织 
itm_ashikaga_bigbanner2_bun3|足 利 织 
itm_ashikaga_bigbanner2_bun3_pl|足 利 织 
itm_bigbanner1_bun4|赤 松 织 
itm_bigbanner1_bun4_pl|赤 松 织 
itm_gekokujo_jinbaori_aruda5|将 军 阵 羽 织 
itm_gekokujo_jinbaori_aruda5_pl|将 军 阵 羽 织 
itm_items_end|Items End
itm_items_end_pl|Items End{
itm_tane1|种 子 岛 铁 炮 
itm_tane1_pl|种 子 岛 铁 炮 
itm_tane2|种 子 岛 铁 炮 
itm_tane2_pl|种 子 岛 铁 炮 
itm_tane3|种 子 岛 铁 炮 
itm_tane3_pl|种 子 岛 铁 炮 
itm_enfield|恩 菲 尔 德 步 枪 
itm_enfield_pl|恩 菲 尔 德 步 枪 
itm_enfield_melee|恩 菲 尔 德 步 枪 
itm_enfield_melee_pl|恩 菲 尔 德 步 枪 
itm_enfield_m|恩 菲 尔 德 步 枪 
itm_enfield_m_pl|恩 菲 尔 德 步 枪 
itm_enfield_m_melee|恩 菲 尔 德 步 枪 
itm_enfield_m_melee_pl|恩 菲 尔 德 步 枪 
itm_enfield2band|恩 菲 尔 德 步 枪 
itm_enfield2band_pl|恩 菲 尔 德 步 枪 
itm_enfield2band_melee|恩 菲 尔 德 步 枪 
itm_enfield2band_melee_pl|恩 菲 尔 德 步 枪 
itm_enfield2band_s|恩 菲 尔 德 步 枪 
itm_enfield2band_s_pl|恩 菲 尔 德 步 枪 
itm_enfield2band_s_melee|恩 菲 尔 德 步 枪 
itm_enfield2band_s_melee_pl|恩 菲 尔 德 步 枪 
itm_enfield2short|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_pl|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_melee|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_melee_pl|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_s|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_s_pl|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_s_melee|恩 菲 尔 德 卡 宾 枪 
itm_enfield2short_s_melee_pl|恩 菲 尔 德 卡 宾 枪 
itm_spring61|斯 普 林 菲 尔 德 步 枪 
itm_spring61_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring61_melee|斯 普 林 菲 尔 德 步 枪 
itm_spring61_melee_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring61_m|斯 普 林 菲 尔 德 步 枪 
itm_spring61_m_pl|斯 普 林 菲 尔 德 步 枪 
itm_spring61_m_melee|斯 普 林 菲 尔 德 步 枪 
